Entity,Code,Year,$2.15 a day - share of population below poverty line,$2.15 - total number of people below poverty line
Paraguay,PRY,1990,1.18922961854899,50226
Paraguay,PRY,1995,12.403019228966231,592472
Paraguay,PRY,1997,10.55316871115822,527458
Paraguay,PRY,1999,10.20673848466873,532419
Paraguay,PRY,2001,8.940979701091829,485356
Paraguay,PRY,2002,13.235834432757521,732201
Paraguay,PRY,2003,8.302467785337669,467677
Paraguay,PRY,2004,5.70777192271266,327087
Paraguay,PRY,2005,6.07228005962712,353655
Paraguay,PRY,2006,7.947743744908201,469967
Paraguay,PRY,2007,7.842305397681059,470415
Paraguay,PRY,2008,4.321987815780489,262833
Paraguay,PRY,2009,5.767491884253221,355506
Paraguay,PRY,2010,5.45974134388832,341126
Paraguay,PRY,2011,5.04801434101711,319740
Paraguay,PRY,2012,3.3313099794028798,213920
Paraguay,PRY,2013,1.78756603842674,116375
Paraguay,PRY,2014,2.4138879882759303,159305
Paraguay,PRY,2015,1.89134462238234,126507
Paraguay,PRY,2016,1.6942916866709,114837
Paraguay,PRY,2017,0.9814393633792801,67396
Paraguay,PRY,2018,1.40668662479203,97850
Paraguay,PRY,2019,1.01151069294779,71257
Paraguay,PRY,2020,0.8132835708154099,58008
Peru,PER,1985,3.5189524978610995,695798
Peru,PER,1994,17.49187543646806,4172058
Peru,PER,1997,19.88415962377042,5012987
Peru,PER,1998,19.4907593241137,5000953
Peru,PER,1999,19.33591020010827,5042476
Peru,PER,2000,19.26862648219036,5098468
Peru,PER,2001,20.32250934411352,5446288
Peru,PER,2002,17.57169748295561,4762099
Peru,PER,2003,14.71223051641141,4027064
Peru,PER,2004,16.331991195420862,4511586
Peru,PER,2005,17.82866114462938,4968160
Peru,PER,2006,15.60482261311227,4385276
Peru,PER,2007,13.24040699774454,3751411
Peru,PER,2008,10.9504656897158,3127707
Peru,PER,2009,8.82283676993851,2540330
Peru,PER,2010,6.835758112584619,1984262
Peru,PER,2011,6.508266031040059,1904599
Peru,PER,2012,6.08196914265217,1794594
Peru,PER,2013,5.4265119913401,1615689
Peru,PER,2014,4.82954918743312,1453229
Peru,PER,2015,4.7416699786162395,1444822
Peru,PER,2016,4.6180253749671305,1428172
Peru,PER,2017,4.49705930000927,1414069
Peru,PER,2018,3.5692993111258002,1141793
Peru,PER,2019,2.9780640035687598,968182
Peru,PER,2020,5.825760661016051,1920861
Philippines,PHL,1985,28.730370311731228,15593649
Philippines,PHL,1988,25.76087005477856,15146103
Philippines,PHL,1991,27.19501485531184,17256538
Philippines,PHL,1994,25.580335798716803,17440889
Philippines,PHL,1997,18.16164225034547,13263607
Philippines,PHL,2000,15.031991183631218,11723714
Philippines,PHL,2003,13.634614155693669,11323816
Philippines,PHL,2006,15.298533393577902,13445678
Philippines,PHL,2009,11.12621718623269,10282200
Philippines,PHL,2012,12.485543788866,12137527
Philippines,PHL,2015,8.29090428886024,8466108
Philippines,PHL,2018,5.04459847378497,5380135
Poland,POL,1985,0.19917114257812,74095
Poland,POL,1986,0.24560686276976998,91995
Poland,POL,1987,0.15035278320311998,56635
Poland,POL,1989,0.089329833984375,33911
Poland,POL,1992,0.22361156605826998,85786
Poland,POL,1993,0.17476196289062002,67216
Poland,POL,1995,1.7447742985786399,673396
Poland,POL,1996,3.00012451171875,1158779
Poland,POL,1998,0.03167400640509837,12246
Poland,POL,1999,0.0720898230362937,27870
Poland,POL,2000,0.13940533897819,53335
Poland,POL,2001,0.08741436029392417,33434
Poland,POL,2002,0.08475815212742192,32403
Poland,POL,2003,0.07538548535716456,28801
Poland,POL,2004,0.10529656906099001,40205
Poland,POL,2005,0.18467622191922,70483
Poland,POL,2006,0.03908557498404378,14908
Poland,POL,2007,0.03142650454017552,11980
Poland,POL,2008,0.012630831887146823,4816
Poland,POL,2009,0.015364227879178918,5862
Poland,POL,2010,0.00746690051822198,2841
Poland,POL,2011,0.028970924272754252,11027
Poland,POL,2012,0.02196888201196591,8362
Poland,POL,2013,0.009054769881848572,3444
Poland,POL,2014,0.010303650583729852,3917
Poland,POL,2015,0,0
Poland,POL,2016,0.004540367577949533,1724
Poland,POL,2017,0.0018125184846940051,688
Poland,POL,2018,0.006473540170996706,2458
Poland,POL,2019,0,0
Portugal,PRT,2003,0.8958963681535599,93700
Portugal,PRT,2004,0.5366483596348101,56261
Portugal,PRT,2005,0.5435212138683201,57088
Portugal,PRT,2006,0.09266589564317107,9751
Portugal,PRT,2007,0.25771354262317,27171
Portugal,PRT,2008,0.13725239366477,14491
Portugal,PRT,2009,0.1658966148588,17532
Portugal,PRT,2010,0.13645983093393,14428
Portugal,PRT,2011,0.5080361043597,53636
Portugal,PRT,2012,0.70321063835572,73942
Portugal,PRT,2013,0.85518591596952,89429
Portugal,PRT,2014,0.54567377854249,56756
Portugal,PRT,2015,0.48239423381176,49967
Portugal,PRT,2016,0.37463701452072,38683
Portugal,PRT,2017,0.41049599946597004,42282
Portugal,PRT,2018,0.29025389776447,29849
Portugal,PRT,2019,0.14872061714375,15298
Romania,ROU,1989,0.28460327148437,65918
Romania,ROU,1992,0.5531042480468701,126076
Romania,ROU,1994,8.90714599609375,2024613
Romania,ROU,1995,1.74858431062155,396654
Romania,ROU,1997,2.24891608236236,507220
Romania,ROU,1998,1.66048999688699,373732
Romania,ROU,1999,5.32887385571398,1197507
Romania,ROU,2000,6.21738024969445,1395365
Romania,ROU,2001,4.44161784674424,983018
Romania,ROU,2002,4.587094727121889,996798
Romania,ROU,2003,3.1756172041441197,685118
Romania,ROU,2004,2.23873419330164,480248
Romania,ROU,2005,1.77177382969135,377737
Romania,ROU,2006,1.9326319229139899,409597
Romania,ROU,2007,0.8610132150303399,179805
Romania,ROU,2008,0,0
Romania,ROU,2009,0,0
Romania,ROU,2010,0,0
Romania,ROU,2011,0,0
Romania,ROU,2012,0,0
Romania,ROU,2013,0,0
Romania,ROU,2014,7.0226743000288,1398143
Romania,ROU,2015,5.26611906890214,1043514
Romania,ROU,2016,0,0
Romania,ROU,2017,3.26613324316894,639794
Romania,ROU,2018,0,0
Romania,ROU,2019,2.16407661653183,419217
Russia,RUS,1993,3.5288972563598002,5238958
Russia,RUS,1996,4.6565040488098,6899082
Russia,RUS,1997,1.5220834717626899,2251395
Russia,RUS,1998,2.28444728151849,3373461
Russia,RUS,1999,4.385636614120799,6456305
Russia,RUS,2000,2.97540665331609,4361853
Russia,RUS,2001,1.7576264980771898,2565721
Russia,RUS,2002,1.011396767912,1469625
Russia,RUS,2003,1.09298742841249,1580991
Russia,RUS,2004,1.0032748787378098,1445391
Russia,RUS,2005,0.77475622214494,1111921
Russia,RUS,2006,0.44096820422309,630803
Russia,RUS,2007,0.20139944368161,287609
Russia,RUS,2008,0.09212515072066285,131502
Russia,RUS,2009,0.06618149639341166,94497
Russia,RUS,2010,0.08332944854909481,119036
Russia,RUS,2011,0.038264906100942436,54704
Russia,RUS,2012,0.03221140205717434,46127
Russia,RUS,2013,0.008163993330596682,11716
Russia,RUS,2014,0.021315758220604993,30656
Russia,RUS,2015,0.03634018984079394,52365
Russia,RUS,2016,0.027193298763498814,39251
Russia,RUS,2017,0.03343169318096875,48308
Russia,RUS,2018,0.029192208483934175,42176
Russia,RUS,2019,0.03000163734218309,43324
Russia,RUS,2020,0.010164272341357337,14647
Rwanda,RWA,2000,75.21360479348368,5967213
Rwanda,RWA,2005,66.05174515211634,5839120
Rwanda,RWA,2010,59.205156374191816,5943806
Rwanda,RWA,2013,53.74718795359673,5810898
Rwanda,RWA,2016,52.00539340040897,6068420
Rwanda - rural,,1984,58.59114667167014,3286033
Saint Lucia,LCA,1995,38.12340515773652,55992
Saint Lucia,LCA,2016,5.12280497053847,9222
Samoa,WSM,2002,2.178177843608,3843
Samoa,WSM,2008,1.05252596750424,1929
Samoa,WSM,2013,1.1504770214409399,2194
Sao Tome and Principe,STP,2000,20.44645247725854,29088
Sao Tome and Principe,STP,2010,22.61578972597427,40793
Sao Tome and Principe,STP,2017,15.551899477593171,32206
Senegal,SEN,1991,70.09887357907702,5436520
Senegal,SEN,1994,60.25185546875,5097949
Senegal,SEN,2001,52.44070875642063,5263003
Senegal,SEN,2005,41.061753982869796,4553799
Senegal,SEN,2011,40.984365421247034,5341826
Senegal,SEN,2018,9.33548494973649,1480078
Serbia,SRB,2002,0.12799848459453,9595
Serbia,SRB,2003,0.38046145642777,28461
Serbia,SRB,2004,0.7966684778238,59457
Serbia,SRB,2005,0.7877403098445901,58614
Serbia,SRB,2006,0.47052858018399,34874
Serbia,SRB,2007,0.36930902639083,27261
Serbia,SRB,2008,0.11198602272974999,8231
Serbia,SRB,2009,0.14450178697026,10579
Serbia,SRB,2010,0.0977794028262099,7130
Serbia,SRB,2012,5.34019096621322,384444
Serbia,SRB,2013,0.22547900514248,16154
Serbia,SRB,2014,6.92315037176217,493660
Serbia,SRB,2015,0.0717190550516567,5089
Serbia,SRB,2016,6.3563869004585705,448654
Serbia,SRB,2017,5.39484196454185,378764
Serbia,SRB,2018,0.03704302954105708,2587
Serbia,SRB,2019,0.04523183373057641,3141
Seychelles,SYC,1999,0.75826508947528,610
Seychelles,SYC,2006,0.37248195605525997,315
Seychelles,SYC,2013,1.23605919440869,1112
Seychelles,SYC,2018,0.51100400760189,494
Sierra Leone,SLE,1989,67.08642578125001,2854148
Sierra Leone,SLE,2003,61.33197899634916,3189922
Sierra Leone,SLE,2011,38.69812928071837,2539850
Sierra Leone,SLE,2018,26.062034121157,1993784
Slovakia,SVK,1992,0,0
Slovakia,SVK,1996,1.49348181685228,80250
Slovakia,SVK,2004,0.07502054738878465,4030
Slovakia,SVK,2005,0.09284781120798796,4989
Slovakia,SVK,2006,0,0
Slovakia,SVK,2007,0,0
Slovakia,SVK,2008,0,0
Slovakia,SVK,2009,0,0
Slovakia,SVK,2010,0.49510788865337996,26693
Slovakia,SVK,2011,0.42386076836874004,22882
Slovakia,SVK,2012,0.40092896650538,21681
Slovakia,SVK,2013,0.28149927761831,15239
Slovakia,SVK,2014,0.6754491821862201,36600
Slovakia,SVK,2015,0.66175980204606,35893
Slovakia,SVK,2016,1.38070072240889,74983
Slovakia,SVK,2017,0.22536847115896,12258
Slovakia,SVK,2018,0.16945707285896,9230
Slovakia,SVK,2019,0.11811626194862002,6442
Slovenia,SVN,1987,0.016102294921875,320
Slovenia,SVN,1993,0.040511474609375,807
Slovenia,SVN,1997,0,0
Slovenia,SVN,1998,0.028306884765625002,561
Slovenia,SVN,1999,0,0
Slovenia,SVN,2002,0,0
Slovenia,SVN,2003,0,0
Slovenia,SVN,2004,0.025957222658867764,518
Slovenia,SVN,2005,0.10145093478143,2029
Slovenia,SVN,2006,0.050460541187082965,1013
Slovenia,SVN,2007,0.03234886889830506,653
Slovenia,SVN,2008,0,0
Slovenia,SVN,2009,0,0
Slovenia,SVN,2010,0.00915774460743537,188
Slovenia,SVN,2011,0,0
Slovenia,SVN,2012,0.026254446626494968,540
Slovenia,SVN,2013,0.021756854970316392,448
Slovenia,SVN,2014,0,0
Slovenia,SVN,2015,0.004852958142730497,100
Slovenia,SVN,2016,0,0
Slovenia,SVN,2017,0,0
Slovenia,SVN,2018,0,0
Slovenia,SVN,2019,0,0
Solomon Islands,SLB,2005,50.61650181474765,237856
Solomon Islands,SLB,2012,26.564885595052928,147718
Somalia,SOM,2017,70.72620128380875,10318362
South Africa,ZAF,1993,33.53771157298258,13292254
South Africa,ZAF,2000,36.82296583862709,16558446
South Africa,ZAF,2005,28.32473967977584,13562054
South Africa,ZAF,2008,18.66297331597083,9290330
South Africa,ZAF,2010,18.06388656751335,9251775
South Africa,ZAF,2014,20.48492024065575,11173333
South Asia,,1990,49.66865162852943,562991779
South Asia,,1991,48.9660726454404,567348151
South Asia,,1992,47.22537731085214,559211438
South Asia,,1993,46.12011371475916,557983169
South Asia,,1994,45.3240539363461,560066553
South Asia,,1995,43.46127491382915,548302133
South Asia,,1996,42.10045599836381,542033352
South Asia,,2002,39.90332646848029,575662963
South Asia,,2003,38.73358527099372,568734692
South Asia,,2004,36.90219817955116,551229481
South Asia,,2005,35.05093228437881,532375132
South Asia,,2006,33.63385924647247,519175845
South Asia,,2007,31.83800223704749,499220886
South Asia,,2008,30.44413760784171,484673963
South Asia,,2009,29.37491278719886,474584083
South Asia,,2010,26.22033348870786,429696971
South Asia,,2011,21.48245638971866,356937921
South Asia,,2012,19.74046741604901,332378235
South Asia,,2013,18.9428932248173,323120588
South Asia,,2014,17.976180878701918,310562257
South Asia,,2015,16.71264913479681,292373936
South Asia,,2016,15.77438802765035,279393977
South Asia,,2017,12.58755141392366,225680090
South Asia,,2018,10.015862986404029,181733329
South Asia,,2019,8.51313775589401,156282205
South Korea,KOR,2006,0.24944234251427,120826
South Korea,KOR,2008,0.2427591092818,119085
South Korea,KOR,2010,0.49589972210306,245739
South Korea,KOR,2012,0.24928062604131998,125139
South Korea,KOR,2014,0.2356428590361,119581
South Korea,KOR,2016,0.22666514266768,116093
South Sudan,SSD,2009,34.541648072607686,3157887
South Sudan,SSD,2016,67.32726541036001,7293239
Spain,ESP,1980,0.49692679104445,186304
Spain,ESP,1985,0.23731554700131002,91294
Spain,ESP,1990,0.49442650277715,192170
Spain,ESP,1995,1.24482940512956,494497
Spain,ESP,2000,0.48738155479519996,197720
Spain,ESP,2003,0.8087511121469699,341193
Spain,ESP,2004,0.8176518084878299,350952
Spain,ESP,2005,0.7379748878337,322149
Spain,ESP,2006,0.7696317690366999,341696
Spain,ESP,2007,0.36304084721986,164192
Spain,ESP,2008,0.48891858417990997,224678
Spain,ESP,2009,0.80560042234927,373500
Spain,ESP,2010,0.67572515318341,314732
Spain,ESP,2011,1.12732963888181,526944
Spain,ESP,2012,0.9365936685849299,438073
Spain,ESP,2013,1.13630403994849,529745
Spain,ESP,2014,0.7871572270412199,365878
Spain,ESP,2015,0.9035269887417499,419642
Spain,ESP,2016,1.12527963436535,523076
Spain,ESP,2017,0.67809108551163,315945
Spain,ESP,2018,0.83861454268535,392453
Spain,ESP,2019,0.79381342452812,374152
Sri Lanka,LKA,1985,16.949970703125,2741875
Sri Lanka,LKA,1990,11.61638826604505,2012629
Sri Lanka,LKA,1995,11.77527360665234,2148153
Sri Lanka,LKA,2002,11.017083250651579,2100129
Sri Lanka,LKA,2006,5.62936456425277,1108758
Sri Lanka,LKA,2009,3.49546086786435,703409
Sri Lanka,LKA,2012,2.5871486588628203,528425
Sri Lanka,LKA,2016,1.2953176123674401,274646
Sub-Saharan Africa,,1990,53.290378913956104,271488835
Sub-Saharan Africa,,1991,55.2132605678638,289166731
Sub-Saharan Africa,,1992,56.71229473499801,305251907
Sub-Saharan Africa,,1993,58.04356306300823,320992736
Sub-Saharan Africa,,1994,58.66693218792689,333270456
Sub-Saharan Africa,,1995,57.960729096676445,338150595
Sub-Saharan Africa,,1996,57.01660162712736,341568086
Sub-Saharan Africa,,1997,56.67384613703123,348574951
Sub-Saharan Africa,,1998,56.480121184813505,356615882
Sub-Saharan Africa,,1999,56.294956704876284,364874826
Sub-Saharan Africa,,2000,55.78254436529967,371136657
Sub-Saharan Africa,,2001,55.00987749833496,375693272
Sub-Saharan Africa,,2002,54.00506009483122,378611221
Sub-Saharan Africa,,2003,52.88133469158972,380595514
Sub-Saharan Africa,,2004,50.3614589099338,372162744
Sub-Saharan Africa,,2005,48.6991222952267,369589650
Sub-Saharan Africa,,2006,47.3409768803524,369054560
Sub-Saharan Africa,,2007,46.04481112899333,368776837
Sub-Saharan Africa,,2008,44.50158581033129,366223793
Sub-Saharan Africa,,2009,43.999236165470165,372081833
Sub-Saharan Africa,,2010,42.12702224135446,366094403
Sub-Saharan Africa,,2011,40.926025803841185,365488180
Sub-Saharan Africa,,2012,40.258227620541646,369460174
Sub-Saharan Africa,,2013,39.18806675592343,369558939
Sub-Saharan Africa,,2014,38.05536217902053,368740610
Sub-Saharan Africa,,2015,37.99972749541804,378271517
Sub-Saharan Africa,,2016,37.53479169397645,383804597
Sub-Saharan Africa,,2017,36.68992018899791,385303897
Sub-Saharan Africa,,2018,35.68965373223743,384848500
Sub-Saharan Africa,,2019,35.1416722542006,389003507
Sudan,SDN,2009,18.57616891542287,6275732
Sudan,SDN,2014,15.263059941489459,5796553
Suriname - urban,,1999,18.41794569067296,56889
Sweden,SWE,1967,7.99835762289243,629305
Sweden,SWE,1975,0.49898670832826997,40879
Sweden,SWE,1981,0.24968058006220997,20775
Sweden,SWE,1987,0.24625529800218002,20680
Sweden,SWE,1992,0.24351319919036002,21108
Sweden,SWE,1995,0.24724912564248,21825
Sweden,SWE,2000,0,0
Sweden,SWE,2003,0.3237096254472,28999
Sweden,SWE,2004,0.39717203086178005,35720
Sweden,SWE,2005,1.0845831375283899,97933
Sweden,SWE,2006,0.36438262754349,33088
Sweden,SWE,2007,0.41083916754912,37584
Sweden,SWE,2008,0.57640247054234,53142
Sweden,SWE,2009,0.45801590448466,42589
Sweden,SWE,2010,0.5474091966086101,51337
Sweden,SWE,2011,0.61565129564299,58174
Sweden,SWE,2012,0.45700212893770004,43504
Sweden,SWE,2013,0.65087144273413,62486
Sweden,SWE,2014,0.47433354077045997,45992
Sweden,SWE,2015,0.5691550979371199,55773
Sweden,SWE,2016,0.26145265383926,25944
Sweden,SWE,2017,0.24834995636587998,24978
Sweden,SWE,2018,0.72550683309555,73822
Sweden,SWE,2019,0.31651861169315,32535
Switzerland,CHE,1982,0.69740707458248,44573
Switzerland,CHE,1992,0.49456294173576,34003
Switzerland,CHE,2000,0,0
Switzerland,CHE,2002,0,0
Switzerland,CHE,2006,0.046570356879883465,3485
Switzerland,CHE,2007,0.020816399871975415,1572
Switzerland,CHE,2008,0.0684796053578276,5237
Switzerland,CHE,2009,0.03805773110587353,2947
Switzerland,CHE,2010,0.04867020618203078,3808
Switzerland,CHE,2011,0.0031113162766244627,246
Switzerland,CHE,2012,0.008965495321666178,717
Switzerland,CHE,2013,0.04218374326780906,3412
Switzerland,CHE,2014,0.03276806390788568,2683
Switzerland,CHE,2015,0.03054255627591049,2530
Switzerland,CHE,2016,0.034275331669892335,2870
Switzerland,CHE,2017,0,0
Switzerland,CHE,2018,0.03050398095925662,2597
Syria,SYR,1996,2.46866533375791,364231
Syria,SYR,2003,1.09812113378266,191240
Taiwan,TWN,1981,0,0
Taiwan,TWN,1986,0,0
Taiwan,TWN,1991,0,0
Taiwan,TWN,1995,0.49881067361599,106037
Taiwan,TWN,1997,0,0
Taiwan,TWN,2000,0,0
Taiwan,TWN,2005,0,0
Taiwan,TWN,2007,0,0
Taiwan,TWN,2010,0.24100541033166,55765
Taiwan,TWN,2013,0,0
Taiwan,TWN,2016,0,0
Tajikistan,TJK,1999,61.9624038735403,3791891
Tajikistan,TJK,2003,36.749759091221016,2404004
Tajikistan,TJK,2004,21.358160936279962,1422964
Tajikistan,TJK,2007,12.797471935583928,903843
Tajikistan,TJK,2009,6.792115552070591,500222
Tajikistan,TJK,2015,6.11452914102857,516923
Tanzania,TZA,1991,69.28886414698022,18054326
Tanzania,TZA,2000,84.03533021821556,28151144
Tanzania,TZA,2007,56.24071126695388,22879518
Tanzania,TZA,2011,44.65546314101975,20395722
Tanzania,TZA,2018,44.94932284336683,25312512
Thailand,THA,1981,22.7282506603292,10983716
Thailand,THA,1988,18.0483837890625,9907032
Thailand,THA,1990,12.34501077934535,6982115
Thailand,THA,1992,8.99500763574335,5200106
Thailand,THA,1994,4.50398647340737,2651734
Thailand,THA,1996,3.08619519073439,1855735
Thailand,THA,1998,2.1752708888781203,1339643
Thailand,THA,1999,3.95053117171877,2461124
Thailand,THA,2000,3.9674914099109997,2497641
Thailand,THA,2002,1.75929488106816,1127164
Thailand,THA,2004,1.1857114284699801,770657
Thailand,THA,2006,0.92987512351219,611974
Thailand,THA,2007,0.54169595436774,358506
Thailand,THA,2008,0.30446865713189003,202566
Thailand,THA,2009,0.24722660132523003,165313
Thailand,THA,2010,0.26523821789237,178227
Thailand,THA,2011,0.07156153128439033,48317
Thailand,THA,2012,0.11532051635132999,78229
Thailand,THA,2013,0.060821895377178255,41447
Thailand,THA,2014,0.09025825379890048,61772
Thailand,THA,2015,0.046537518965931224,31978
Thailand,THA,2016,0.03614750179552034,24931
Thailand,THA,2017,0.03708828354105943,25669
Thailand,THA,2018,0.03213395504885282,22310
Thailand,THA,2019,0.09503760191704877,66170
Thailand,THA,2020,0.046665338043943926,32572
Timor,TLS,2001,21.80213349054243,196484
Timor,TLS,2007,17.344942001206558,179761
Timor,TLS,2014,8.006142299006159,94019
Togo,TGO,2006,60.96915539863031,3513580
Togo,TGO,2011,58.88720759304632,3884164
Togo,TGO,2015,54.69216151534566,4005196
Togo,TGO,2018,28.06985483760191,2214458
Tonga,TON,2000,3.09480938857059,3032
Tonga,TON,2009,1.26161017671476,1311
Tonga,TON,2015,1.10474941804361,1113
Trinidad and Tobago,TTO,1988,0,0
Trinidad and Tobago,TTO,1992,2.08478027343749,25782
Tunisia,TUN,1985,12.28781738281249,900647
Tunisia,TUN,1990,8.553212890625,704999
Tunisia,TUN,1995,9.48076171875,865157
Tunisia,TUN,2000,4.37924316406249,425152
Tunisia,TUN,2005,2.56806167765305,259548
Tunisia,TUN,2010,1.49602254313122,159106
Tunisia,TUN,2015,0.14006154740587,15659
Turkey,TUR,1987,2.1580078124999997,1102762
Turkey,TUR,1994,2.95130615234374,1698896
Turkey,TUR,2002,2.10441513270984,1370929
Turkey,TUR,2003,3.85558958813162,2548136
Turkey,TUR,2004,2.01364978089244,1349365
Turkey,TUR,2005,2.34066645046141,1589394
Turkey,TUR,2006,1.7702270480266,1217152
Turkey,TUR,2007,1.30533885764483,908279
Turkey,TUR,2008,0.5649478248404399,397828
Turkey,TUR,2009,0.72038999240374,513792
Turkey,TUR,2010,0.77376915093296,559644
Turkey,TUR,2011,0.12952741319178998,95129
Turkey,TUR,2012,0.09306084901529928,69471
Turkey,TUR,2013,0.29810534217085,226338
Turkey,TUR,2014,0.20468257885959,158075
Turkey,TUR,2015,0.21237285626367,166775
Turkey,TUR,2016,0.20271698394326,161825
Turkey,TUR,2017,0.13864725173713,112466
Turkey,TUR,2018,0.04039695395291514,33263
Turkey,TUR,2019,0.36060978928574,300855
Turkmenistan,TKM,1998,43.1151055408971,1902875
Tuvalu,TUV,2010,3.6253518624721,381
Uganda,UGA,1989,59.40697748136712,9958416
Uganda,UGA,1992,65.85873584307778,12224480
Uganda,UGA,1996,64.93442768192006,13657539
Uganda,UGA,1999,68.67173158540072,15761815
Uganda,UGA,2002,66.70400601499085,16787571
Uganda,UGA,2005,58.03153228649891,16065792
Uganda,UGA,2009,46.71518346098042,14673751
Uganda,UGA,2012,37.544044255677846,12974734
Uganda,UGA,2016,42.73089372949609,16942446
Uganda,UGA,2019,42.20772862992762,18685187
Ukraine,UKR,1992,3.9067446277605997,2037383
Ukraine,UKR,1993,1.9460162104297198,1015416
Ukraine,UKR,1995,7.1008666992187495,3657855
Ukraine,UKR,1996,7.20801287783938,3680253
Ukraine,UKR,1999,11.726406249999991,5824975
Ukraine,UKR,2002,2.66299703400114,1283630
Ukraine,UKR,2003,1.13851595708453,544358
Ukraine,UKR,2004,0.92967155646025,441144
Ukraine,UKR,2005,0.39681149980935004,186919
Ukraine,UKR,2006,0.16045213812432998,75072
Ukraine,UKR,2007,0.102030779862,47454
Ukraine,UKR,2008,0.02682108834811902,12407
Ukraine,UKR,2009,0.06931826734743851,31923
Ukraine,UKR,2010,0.01253679729814942,5751
Ukraine,UKR,2011,0.0113485822903965,5187
Ukraine,UKR,2012,0.11384704208024,51907
Ukraine,UKR,2013,0.004414645927011812,2008
Ukraine,UKR,2014,0.012276274570196283,5558
Ukraine,UKR,2015,0.12321676484742,55637
Ukraine,UKR,2016,0.09834749687469936,44261
Ukraine,UKR,2017,0.032223950824855616,14446
Ukraine,UKR,2018,0.00993522389662594,4433
Ukraine,UKR,2019,0,0
Ukraine,UKR,2020,0.028825608882279675,12722
United Arab Emirates,ARE,2013,0,0
United Kingdom,GBR,1969,0.23430556459740998,129903
United Kingdom,GBR,1974,0.23726668508982,133415
United Kingdom,GBR,1979,0.22443617830204998,126239
United Kingdom,GBR,1986,0.9928843318179601,562781
United Kingdom,GBR,1991,0.24079675412053003,138277
United Kingdom,GBR,1994,0.24662726099752,142713
United Kingdom,GBR,1995,0.24714140992835001,143389
United Kingdom,GBR,1996,0.24636719502888002,143304
United Kingdom,GBR,1997,0.24725113229235002,144189
United Kingdom,GBR,1998,0.24555744163816998,143620
United Kingdom,GBR,1999,0.24853189048256003,145845
United Kingdom,GBR,2000,0.24815137698065,146143
United Kingdom,GBR,2001,0.23821338982918,140831
United Kingdom,GBR,2002,0.24294824556936,144240
United Kingdom,GBR,2003,0.24797288287337002,147910
United Kingdom,GBR,2004,0.37132296396803,222749
United Kingdom,GBR,2005,0.5231940987647801,316016
United Kingdom,GBR,2006,0.19794392345770997,120443
United Kingdom,GBR,2007,0.26680521297857,163612
United Kingdom,GBR,2008,0.29490336965582,182271
United Kingdom,GBR,2009,0.17264761758237,107518
United Kingdom,GBR,2010,0.16331408122531,102506
United Kingdom,GBR,2011,0.37893907185464,239712
United Kingdom,GBR,2012,0.16891754735549,107601
United Kingdom,GBR,2013,0.15960232414310999,102350
United Kingdom,GBR,2014,0.19663476379074,127031
United Kingdom,GBR,2015,0.14745727825820001,96019
United Kingdom,GBR,2016,0.21026168404023002,137956
United Kingdom,GBR,2017,0.3115664869821,205817
United States,USA,1974,0.73594614677158,1573850
United States,USA,1979,0.49915837768329996,1123381
United States,USA,1986,0.49898780862626996,1198234
United States,USA,1991,0.49938721039542,1263355
United States,USA,1992,0.49789933769733996,1277182
United States,USA,1993,0.49965855468389997,1298708
United States,USA,1994,0.4997927893857,1315085
United States,USA,1995,0.49998137028884,1331340
United States,USA,1996,0.74854541014724,2016536
United States,USA,1997,0.74906164511818,2042369
United States,USA,1998,0.74883406053438,2065689
United States,USA,1999,0.7480562125012701,2087376
United States,USA,2000,0.7495953662845,2115076
United States,USA,2001,0.74930692802001,2135292
United States,USA,2002,0.7489158613740501,2154071
United States,USA,2003,0.99741973285386,2893594
United States,USA,2004,0.9998820511465001,2927708
United States,USA,2005,0.99973181076449,2954373
United States,USA,2006,0.9989091468230101,2980544
United States,USA,2007,0.99989044362638,3011982
United States,USA,2008,0.99974924122467,3040177
United States,USA,2009,0.9993860187545001,3065832
United States,USA,2010,0.99972679742009,3092426
United States,USA,2011,0.9989761697686099,3112645
United States,USA,2012,0.99847968411154,3134005
United States,USA,2013,0.99546391537517,3146263
United States,USA,2014,1.2489468219842002,3976476
United States,USA,2015,1.24918810472736,4006633
United States,USA,2016,0.9993910607473501,3228750
United States,USA,2017,1.24992287725853,4063776
United States,USA,2018,0.9997918753233,3267702
United States,USA,2019,0.9991705215858601,3280576
Uruguay,URY,2006,0.56408826356815,18758
Uruguay,URY,2007,0.38097278008038,12693
Uruguay,URY,2008,0.22757797716230999,7602
Uruguay,URY,2009,0.28220024206553,9453
Uruguay,URY,2010,0.16911623845567,5681
Uruguay,URY,2011,0.13941856458875,4697
Uruguay,URY,2012,0.16938529608506,5723
Uruguay,URY,2013,0.17424801202464002,5906
Uruguay,URY,2014,0.153461778499,5218
Uruguay,URY,2015,0.14976594563014,5110
Uruguay,URY,2016,0.09227166572641005,3160
Uruguay,URY,2017,0.0663459041211487,2280
Uruguay,URY,2018,0.055849954732442204,1926
Uruguay,URY,2019,0.10207200483349001,3533
Uruguay,URY,2020,0.20301820012475,7052
Uruguay - urban,,1981,0,0
Uruguay - urban,,1989,0.6781314766876,18564
Uruguay - urban,,1992,0.56086154066694,15857
Uruguay - urban,,1995,0.53446241410425,15603
Uruguay - urban,,1996,0.59042617098329,17416
Uruguay - urban,,1997,0.56784939945624,16926
